Table Name in NetSuite2.com,Field ID in NetSuite2.com,Field Name in NetSuite2.com
promotioncodecouponinstances,code,
couponcode,id,
couponcode,datesent,
promotioncodecouponinstances,datesent,
couponcode,promotion,
promotioncodecouponinstances,promotioncode,
couponcode,recipient,
promotioncodecouponinstances,recipient,
entitygroup,id,
manufacturingcompletionoperationartbase,workcenter,
entitygroup,type,
entitygroup,ismanufacturingworkcenter,
entitygroup,isprivate,
entitygroup,issalesrep,
entitygroup,issupportrep,
entitygroup,laborresources,
entitygroup,machineresources,
entitygroup,groupowner,
entitygroup,groupname,
entitygroup,workcalendar,
entitygroupmember,contactmember,
entitygroupmember,custjobmember,
entitygroupmember,employeemember,
entitygroupmember,jobmember,
entitygroupmember,member,
entitygroupmember,partnermember,
entitygroupmember,vendormember,
entitygroupmember,group,
entitygroupmember,isprimary,
"CampaignTemplate
EmailTemplate
FaxTemplate
MailTemplate
OnlineFormTemplate
SystemEmailTemplate",id,
"CampaignTemplate
EmailTemplate
FaxTemplate
MailTemplate
OnlineFormTemplate
SystemEmailTemplate",modifiedBy,
"CampaignTemplate
EmailTemplate
FaxTemplate
MailTemplate
OnlineFormTemplate
SystemEmailTemplate",recordtype,
"CampaignTemplate
EmailTemplate
FaxTemplate
MailTemplate
OnlineFormTemplate
SystemEmailTemplate",lastmodifieddate,
"CampaignTemplate
EmailTemplate
FaxTemplate
MailTemplate
OnlineFormTemplate
SystemEmailTemplate",fromEmail,
"CampaignTemplate
EmailTemplate
FaxTemplate
MailTemplate
OnlineFormTemplate
SystemEmailTemplate",isinactive,
"CampaignTemplate
EmailTemplate
FaxTemplate
MailTemplate
OnlineFormTemplate
SystemEmailTemplate",isprivate,
"CampaignTemplate
EmailTemplate
FaxTemplate
MailTemplate
OnlineFormTemplate
SystemEmailTemplate",owner,
"CampaignTemplate
EmailTemplate
FaxTemplate
MailTemplate
OnlineFormTemplate
SystemEmailTemplate",replyToEmail,
currency,externalid,
budgetexchangerate,fromcurrency,
budgetexchangerate,tocurrency,
consolidatedexchangerate,fromcurrency,
consolidatedexchangerate,tocurrency,
currency,id,
currency,lastmodifieddate,
currency,isinactive,
currency,name,
currency,currencyprecision,
inboundshipmentitem,currencyprecision,
inboundshipmentlandedcost,landedcostcurrencyprecision,
currency,symbol,
currencyratetype,externalid,
currencyratetype,id,
currencyratetype,description,
currencyratetype,isdefault,
currencyratetype,name,
Currency Exchange Rate,anchorCurrency,Anchor Currency
Currency Exchange Rate,baseCurrency,Base Currency
Currency Exchange Rate,transactionCurrency,Currency
Currency Exchange Rate,id,Internal Id
Currency Exchange Rate,rateProvider,Rate Provider
Currency Exchange Rate,currencyRateType,Exchange Rate Type
Currency Exchange Rate,effectiveDate,Effective Date
Currency Exchange Rate,lastModifiedDate,Last Modified Date
Currency Exchange Rate,lastModifiedBy,Last Modified By
Currency Exchange Rate,exchangeRate,Exchange Rate
-,-,
Currency Exchange Rate,fxSourceMethod,Method
customergrouppricing,customer,
customergrouppricing,level,
customergrouppricing,group,
customeritempricing,currency,
customeritempricing,customer,
customeritempricing,item,
customeritempricing,level,
CustomerPartner,contribution,
CustomerPartner,id,
CustomerPartner,isprimary,
CustomerPartner,partner,
CustomerPartner,partnerrole,
customersalesteam,contribution,
customersalesteam,customer,
customersalesteam,isprimary,
customersalesteam,employee,
customersalesteam,salesrole,
customersubsidiaryrelationship,balance,
customersubsidiaryrelationship,depositbalance,
customersubsidiaryrelationship,unbilledorders,
CustomerCategory,externalid,
CustomerCategory,id,
CustomerCategory,lastmodifieddate,
CustomerCategory,isinactive,
CustomerCategory,name ,
CustomerCategory,parent,
Customer,accountnumber,
Customer,alcoholrecipienttype,
job,allowtasktimeforrsrcalloc,
projecttemplate,allowtasktimeforrsrcalloc,
Customer,altemail,
CompanyContactRelationship,contact,
Customer,altphone,
Customer,billingratecard,
Customer,billingschedule,
billingscheduletype,name,
Customer,billingtransactiontype,
Customer,category,
Customer,comments,
Customer,companyname,Company Name
Job,companyname,Project Name
Customer,companyname,
Customer,consoldaysoverdue,
Customer,consoldepositbalance,
Customer,consolbalance,
Customer,consolunbilledorders,
Customer,convertedtocontact,
Customer,convertedtocustomer,
Job,datecreated,Data Created
Customer,datecreated,
Customer,oncredithold,
Customer,creditlimit,
Customer,currency,
Job,externalid,External ID
Customer,externalId,External ID
Customer,externalid,
Job,id,Internal ID
Customer,id,ID
Customer,id,
Customer,type,
Customer,startdate,
Customer,dateclosed,
Customer,firstorderdate,
Customer,firstsaledate,
Job,lastmodifieddate,Last Modified Date
Customer,lastmodifieddate,
Customer,lastorderdate,
Customer,lastsaledate,
Customer,daysoverdue,
Customer,defaultorderpriority,
Customer,depositbalance,
Customer,email,
Customer,fax,
Customer,firstsaleperiod,
Customer,firstvisit,
Customer,firstname,
job,useallocatedtimeforforecast,
projecttemplate,useallocatedtimeforforecast,
job,forecastchargerunondemand,
projecttemplate,forecastchargerunondemand,
Customer,fullname,
Customer,homephone,
Customer,isexplicitconversion,
Customer,isjob,
Customer,isperson,
job,projectcompletelybilled,
job,sourceserviceitemfromratecard,
projecttemplate,sourceserviceitemfromratecard,
Customer,taxable,
Customer,emailPreference,
Customer,emailPreference,
Job,isinactive,Inactive
Customer,isinactive,Inactive
Customer,isinactive,
-,-,
Customer,language,
Customer,lastmodifieddate,
Customer,lastsaleperiod,
Customer,lastvisit,
Customer,lastname,
Customer,leadsource,
Customer,giveaccess,
Customer,middlename,
Customer,mobilephone,
Customer,pricelevel,
Customer,entityId,Entity ID
Customer,openingbalance,
Job,parent,Parent Record
Customer,parent,
Customer,partner,
Customer,terms,
Customer,phone,
Customer,contact,
Customer,printoncheckas,
Customer,probability,
Job,projectmanager,Job Manager
Job,projectedenddate,Estimated End Date
Customer,referrer,
Customer,reminderdays,
Customer,representingsubsidiary,
Customer,resalenumber,
Job,estimaterevrectemplate,Rev Rec Forecast Template
Job,estimatedrevenue,Estimated Revenue
Customer,salesrep,
Customer,territory,
Customer,salutation,
job,schedulingmethod,
projecttemplate,schedulingmethod,
Customer,shipcomplete,
Customer,entitystatus,
entitystatus,descr,
entitystatus,probability,
entitystatus,readonly,
Customer,entity<customersubsidiaryrelationship.subsidiary,Subsidiary
Customer,subsidiary,
Customer,taxitem,
Customer,thirdpartyacct,
Customer,thirdpartycarrier,
Customer,thirdpartycountry,
Customer,thirdpartyzipcode,
job,timeapproval,
Customer,unbilledorders,
Customer,url,
Job,usepercentcompleteoverride,Use Percent Complete Override for Forecasting
Customer,vatregnumber,
Customer,weblead,
DeletedRecord,recordtypeid,
DeletedRecord,deleteddate,
DeletedRecord,deletedby,
DeletedRecord,N/A,
DeletedRecord,iscustomlist,
DeletedRecord,name,
deletedrecord,type,
DeletedRecord,recordtypeid,
DeletedRecord,recordid,
DeletedRecord,recordtypeid,
department,lastmodifieddate,
department,externalid,
department,id,
department,parent,
distributioncategory,name,
distributioncategory,id,
distributioncategory,isinactive,
distributionnetwork,externalid,
distributionnetwork,id,
distributionnetwork,memo,
distributionnetwork,name,
EscalationTerritoryEntity and SupportTerritoryEntity,email,
EscalationTerritoryEntity and SupportTerritoryEntity,phone,
employeecorporatecards,employee,
employeecorporatecards,corporatecardprofile,
employeeexpensereportcurrencies,currency,
employeeexpensereportcurrencies,employee,
employeeexpensesourcetype,description,
employeeexpensesourcetype,externalid,
employeeexpensesourcetype,name,
employeeexpensesourcetype,id,
timebill,supervisorapproval,
timebill,isbillable,
timebill,billingclass,
timebill,billingsubsidiary,
timebill,class,
timebill,closed,
timebill,memo,
paycheckpaytime,custjob,
timebill,customer,
mfgplannedtime,date,
paycheckpaytime,ddate,
timebill,trandate,
timebill,department,
mfgplannedtime,duration,
timebill,hours,
mfgplannedtime,manufacturingworkcenter,
timebill,employee,
timebill,vendor,
mfgplannedtime,internalid,
timebill,id,
timebill,hoursend,
timebill,activity,
timebill,casetaskevent,
timebill,outsideprojectplan,
timebill,posted,
timebill,isproductive,
timebill,isutilized,
paycheckpaytime,serviceitem,
timebill,item,
timebill,serviceitem,
timebill,location,
timebill,nextapprover,
timebill,payrollitem,
timebill,payrollworkplace,
timebill,rejectionnote,
timebill,resourceallocation,
timebill,hoursstart,
timelineapprovalstatus,name,
timebill,subsidiary,
timebill,timesheet,
timebill,journal,
timebill,transactionid,
timebill,laborcost,
timebill,rate,
employeetype,id,
employeetype,name,
Employee,id,ID
employee,hiredate,
employee,title,
employee,lastreviewdate,
employee,nextreviewdate,
employee,releasedate,
employeestatus,name,
EntityAddress,addr1,Address 1
EntityAddress,addr3,Address 3
EntityAddress,addr2,Address 2
EntityAddress,city,City
EntityAddress,country,Country
entity,dateCreated,Date Created
entity,lastModifiedDate,Last Modified Date
entity,email,Email
entity,externalId,External ID
entity,id,Internal ID
entity,type,Type
entity,firstName,First Name
entity,fullname,
entity,globalsubscriptionstatus,
entity,isInactive,Inactive
-,-,
entity,isUnavailable,Unavailable
entity,lastmodifieddate,
entity,lastName,Last Name
-,-,
entity,middleName,Middle Name
entity,entityid,Entity ID
entity,comments,Comments
entity,source,
entity,parent,Parent
entity,phone,Phone
entity,salutation,
EntityAddress,state,State/Province
-,-,
EntityAddress,zip,Zip
customercontactrole,entity,
employeeroles,entity,
employeerolesforsearch,entity,
vendorroles,entity,
vendorrolesforsearch,entity,
customercontactrole,role,
employeeroles,selectedrole,
employeerolesforsearch,role,
partnercontactrole,role,
vendorroles,selectedrole,
vendorrolesforsearch,role,
entitystatus,modified,
entitystatus,descr,
entitystatus,externalid,
entitystatus,key,
entitystatus,inactive,
entitystatus,name,
entitystatus,probability,
entitystatus,readonly,
entitystatus,entitytype,
calendarevent,response,
escalationTerritoryEntity and supportTerritoryEntity,entity,
"salesTerritory, escalationTerritoryEntity, supportTerritoryEntity",entity,
escalationTerritoryEntity and supportTerritoryEntity,territory,
"salesTerritory, escalationTerritoryEntity, supportTerritoryEntity",territory,
salesterritoryentity,territory,
Attendee,attendee,
Attendee,calendarevent,
Attendee,response,
CalendarEvent,accesslevel,
CalendarEvent,company,
CalendarEvent,contact,
CalendarEvent,startDate,Start Date
CalendarEvent,createddate,
CalendarEvent,lastmodifieddate,
CalendarEvent,externalid,
CalendarEvent,id,
CalendarEvent,timedevent,
CalendarEvent,location,
CalendarEvent,message,Message
CalendarEvent,message,
CalendarEvent,transaction,Transaction
CalendarEvent,organizer,
CalendarEvent,status,
CalendarEvent,supportcase,
CalendarEvent,title,
account,balance,
revrecamountsourcetype,name,
expenseamortizationrule,contraaccount,
ExpenseAmortizationRule,createdDate,Created Date
ExpenseAmortizationRule,lastModifiedDate,Last Modified Date
revrecchangeimpacttype,name,
revrecdatesourcetype,name,
expenseamortizationrule,id,
revenuerecognitionrule,id,
expenseamortizationrule,name,
revenuerecognitionrule,name,
expenseamortizationrule,periodoffset,
revenuerecognitionrule,periodoffset,
expenseamortizationrule,recognitionperiod,
revenuerecognitionrule,recognitionperiod,
reforecastmethod,name,
revrecrecurrencetype,name,
revrecdatesourcetype,name,
expenseamortizationrule,startoffset,
revenuerecognitionrule,startoffset,
expenseamortizationrule,termindays,
revenuerecognitionrule,termindays,
expenseamortizationrule,terminmonths,
revenuerecognitionrule,terminmonths,
expensecategory,description,
expensecategory,expenseacct,
expensecategory,externalid,
expensecategory,id,
blanketpurchaseorderexpensemachine,expenseitem,
checkexpensemachine,expenseitem,
creditcardchargeexpensemachine,expenseitem,
creditcardrefundexpensemachine,expenseitem,
expensecategory,expenseitem,
expensemachine,expenseitem,
purchaseorderexpensemachine,expenseitem,
purchaserequisitionexpensemachine,expenseitem,
vendorbillexpensemachine,expenseitem,
vendorcreditexpensemachine,expenseitem,
vendorreturnauthorizationexpensemachine,expenseitem,
expensecategory,personalcorporatecardexpense,
expensecategory,isinactive,
expensecategory,raterequired,
expensemachine,raterequired,
expensecategoryrate,defaultrate,
expensecategoryrate,expensecategory,
expensecategoryrate,subsidiary,
expensecategorysubsidiarymap,category,
expensecategorysubsidiarymap,subsidiary,
expensemachine,amount,
expensemachine,currency,
expensemachine,exchangerate,
expensemachine,category,
expensemachine,expensedate,
expensemachine,id,
expensemachine,foreignamount,
expensemachine,receipt,
expensemachine,corporatecreditcard,
expensemachine,memo,
expensemachine,quantity,
expensemachine,refnumber,
expensemachine,expensereport,
expensemachine,line,
allocateddemand,transaction,
allocatedsupply,transaction,
crosschargejournaltransactionpayments,parenttransaction,
inventoryassignment,transaction,
memdoctransactiontemplateline,transaction,
plannedorder,transactioncreated,
revenueelement,journalentry,
revenueelement,revenuearrangement,
statisticaljournalentryline,journal,
storepickupfulfillmentitem,srcdoc,
storepickupfulfillmentitem,storepickupfulfillment,
supplychangeorder,transaction,
transactionline,transaction,
plannedrevenuetype,name,
expenseplan,catchupperiod,
revenueplan,catchupperiod,
expenseplan,comments,
revenueplan,comments,
expenseplan,lastmodifieddate,
revenueplan,lastmodifieddate,
expenseplan,revrecenddate,
revenueplan,revrecenddate,
revenueplanstatus,name,
revenueplantype,name,
expenseplan,revenuerecognitionrule,
revenueplan,revenuerecognitionrule,
expenseplan,holdrevenuerecognition,
revenueplan,holdrevenuerecognition,
creationtriggeredbyevent,revenueplan,
expenseplan,id,
revenueplan,id,
expenseplan,recordnumber,
revenueplan,recordnumber,
reforecastmethod,name,
expenseplan,residual,
expenseplan,revrecstartdate,
revenueplan,revrecstartdate,
fairvalueprice,currency,
fairvalueprice,enddate,
fairvalueformula,name,
fairvalueprice,externalid,
fairvalueprice,id,
fairvaluerangepolicy,name,
fairvalueprice,isvsoeprice,
fairvalueprice,item,
itemrevenuecategory,name,
fairvalueprice,startdate,
fairvalueprice,units,
fulfillmentrequestitem,units,
storepickupfulfillmentitem,units,
unitstypeuom,internalid,
fairvalueprice,fairvalue,
fairvalueprice,unitstype,
quantitypricingschedule,unitstype,
revenueelement,alternateunitstype,
statisticaljournalentry,unitstype,
unitstypeuom,unitstype,
genericresource,billingclass,
contact,lastmodifieddate,
customer,lastmodifieddate,
employee,lastmodifieddate,
entity,lastmodifieddate,
entitygroup,lastmodifieddate,
genericresource,lastmodifieddate,
job,lastmodifieddate,
othername,lastmodifieddate,
partner,lastmodifieddate,
vendor,lastmodifieddate,
customerproject,externalid,
entity,externalid,
projectresourceaggregate,externalid,
projecttemplate,externalid,
genericresource,id,
entitygroupmember,isinactive,
genericresource,isinactive,
partner,wasinactive,
projectresourceaggregate,isinactive,
projecttemplate,isinactive,
employee,laborcost,
entity,laborcost,
genericresource,laborcost,
projectresourceaggregate,laborcost,
vendor,laborcost,
genericresource,laborprice,
billingaccount,customertext,
contact,nameorig,
customer,nameorig,
customerproject,entityid,
employee,nameorig,
entity,nameorig,
entitygroupmember,name,
genericresource,entityid,
job,nameorig,
othername,nameorig,
partner,nameorig,
projectresourceaggregate,entityid,
projecttemplate,entityid,
resourcegroup,name,
vendor,nameorig,
entitygroup,subsidiary,
genericresource,subsidiary,
projectresourceaggregate,subsidiary,
supportcase,subsidiary,
genericresource,workcalendar,
giftcertificate,originalamount,
giftcertificate,amountremaining,
giftcertificate,expirationdate,
inventorynumber,expirationdate,
giftcertificate,sender,
giftcertificate,giftcertcode,
cashsalegiftcertredemption,authcode,
giftcertificate,id,
invoicegiftcertredemption,authcode,
salesordergiftcertredemption,authcode,
giftcertificate,message,
inventorynumber,memo,
assemblyitemimage,item,
assemblyitemitemaccountingbookdetail,item,
assemblyitemitemquantitypricinglevel,item,
downloaditemimage,item,
downloaditemitemaccountingbookdetail,item,
downloaditemitemquantitypricinglevel,item,
fulfillmentrequestitem,itemkey,
generalizeditem,id,
giftcertificateitemimage,item,
inventoryitemimage,item,
inventoryitemitemaccountingbookdetail,item,
inventoryitemitemquantitypricinglevel,item,
inventorynumber,item,
issueproductitemmap,item,
itemaccountingbookdetail,item,
itemimage,item,
itemquantitypricinglevel,item,
kititemimage,item,
kititemitemaccountingbookdetail,item,
kititemitemquantitypricinglevel,item,
noninventoryitemimage,item,
noninventoryitemitemaccountingbookdetail,item,
noninventoryitemitemquantitypricinglevel,item,
noninventorypurchaseitemitemaccountingbookdetail,item,
noninventoryresaleitemimage,item,
noninventoryresaleitemitemaccountingbookdetail,item,
noninventoryresaleitemitemquantitypricinglevel,item,
noninventorysaleitemimage,item,
noninventorysaleitemitemaccountingbookdetail,item,
noninventorysaleitemitemquantitypricinglevel,item,
otherchargeitemitemaccountingbookdetail,item,
otherchargeitemitemquantitypricinglevel,item,
otherchargepurchaseitemitemaccountingbookdetail,item,
otherchargeresaleitemitemaccountingbookdetail,item,
otherchargeresaleitemitemquantitypricinglevel,item,
otherchargesaleitemitemaccountingbookdetail,item,
otherchargesaleitemitemquantitypricinglevel,item,
promotioncodediscounteditems,discounteditem,
promotioncodeitems,item,
serviceitemimage,item,
serviceitemitemaccountingbookdetail,item,
serviceitemitemquantitypricinglevel,item,
servicepurchaseitemitemaccountingbookdetail,item,
serviceresaleitemimage,item,
serviceresaleitemitemaccountingbookdetail,item,
serviceresaleitemitemquantitypricinglevel,item,
servicesaleitemimage,item,
servicesaleitemitemaccountingbookdetail,item,
servicesaleitemitemquantitypricinglevel,item,
shipitemfreeshippingitem,item,
storepickupfulfillmentitem,itemkey,
assemblyitemcorrelateditem,itemnkeyfld,
downloaditemcorrelateditem,itemnkeyfld,
fulfillmentrequestitem,itemname,
fulfillmentrequestitem,itemname_selector,
fulfillmentrequestitem,sitemname,
generalizeditem,name,
giftcertificateitemcorrelateditem,itemnkeyfld,
inboundshipmentitem,shipmentitemtext,
inventoryitemcorrelateditem,itemnkeyfld,
itemcorrelateditem,itemnkeyfld,
itemdemandplan,alternatesourceitem,
kititemcorrelateditem,itemnkeyfld,
noninventoryitemcorrelateditem,itemnkeyfld,
noninventoryresaleitemcorrelateditem,itemnkeyfld,
noninventorysaleitemcorrelateditem,itemnkeyfld,
serviceitemcorrelateditem,itemnkeyfld,
serviceresaleitemcorrelateditem,itemnkeyfld,
servicesaleitemcorrelateditem,itemnkeyfld,
storepickupfulfillmentitem,itemname,
storepickupfulfillmentitem,itemname_selector,
storepickupfulfillmentitem,sitemname,
subscription,subscriptionplanname,
subscriptionchangeorder,renewalplanname,
subscriptionchangeorderline,itemdisplay,
subscriptionchangeordernewline,itemdisplay,
giftcertificate,email,
giftcertificate,name,
globalaccountmapping,accountingbook,
globalaccountmapping,enddate,
globalaccountmapping,lastmodifieddate,
globalaccountmapping,destinationaccount,
globalaccountmapping,externalid,
globalaccountmapping,sourceaccount,
globalaccountmapping,subsidiary,
globalinventoryrelationship,externalid,
globalinventoryrelationship,id,
globalinventoryrelationship,inventorysubsidiary,
globalinventoryrelationship,alllocationscustomerreturn,
globalinventoryrelationship,alllocationsfulfillment,
globalinventoryrelationship,allowcrosssubcustomerreturn,
globalinventoryrelationship,allowcrosssubfulfillment,
globalinventoryrelationship,originatingsubsidiary,
testcell,group,
testcell,cellname,
testcell,cellpercent,
testcell,cellid,
importedemployeeexpense,billedamount,
importedemployeeexpense,billedcurrency,
importedemployeeexpense,billedtaxamount,
importedemployeeexpense,cardcurrency,
importedemployeeexpense,costcenter,
importedemployeeexpense,currencyexchangerate,
importedemployeeexpense,chargedate,
importedemployeeexpense,employee,
importedemployeeexpense,category,
importedemployeeexpense,formatprofile,
importedemployeeexpense,externalid,
importedemployeeexpense,id,
importedemployeeexpense,corporatecard,
importedemployeeexpense,localchargeamount,
importedemployeeexpense,localtaxamount,
importedemployeeexpense,memo,
importedemployeeexpense,sourcetype,
importedemployeeexpense,status,
importedemployeeexpense,transactionid,
inboundshipmentitem,shipmentitemamount,
"inboundshipmentitem, unitstypeuom",unit_rate,
inboundshipmentitem,pocurrency,
inboundshipmentitem,shipmentitemeffectivedate,
inboundshipmentitem,shipmentitemexchangerate,
inboundshipmentitem,fxrate,
inboundshipmentitem,inboundshipment,
inboundshipmentitem,id,
inboundshipmentitem,incoterm,
inboundshipmentitem,itemid,
inboundshipmentitem,itemtype,
InboundShipmentLink,transactionlineid,
allocateddemand,order,
inboundshipmentitem,receivinglocation,
inboundshipmentitem,unit,
inboundshipmentitem,unitrate,
inboundshipmentitem,vendorid,
"inboundshipmentitem, vendor",vendor,
inboundshipment,billoflading,
inboundshipment,shipmentbillingstatus,
inboundshipment,shipmentbasecurrency,
inboundshipment,actualdeliverydate,
inboundshipment,actualshippingdate,
inboundshipment,expecteddeliverydate,
inboundshipment,expectedshippingdate,
inboundshipment,id,
inboundshipment,shipmentmemo,
inboundshipment,shipmentstatus,
inboundshipment,vesselnumber,
account,balance,
inventorycosttemplate,lastmodifieddate,
inventorycosttemplate,id,
inventorycosttemplate,memo,
inventorycosttemplate,name,
inventorycosttemplatecostdetail,inventorycosttemplate,
inventorycosttemplatecostdetail,item,
atpmethodtype,name,
item,conversionrate,
costcategory,name,
ratableeventtype,name,
itemdemandsource,name,
distributioncategory,name,
distributionnetwork,name,
item,featureddescription,
taxitemtaxgroup,fullname,
taxitemtaxgroup,includechildren,
taxitemtaxgroup,id,
itemrevenuecategory,name,
itemsupplylotsizingtype,name,
item,lowerwarninglimit,
itemperiodiclotsizetype,name,
pricinggroup,id,
supplyreplenishmenttype,name,
revenueallocationgroup,name,
item,secondaryunitstype,
item,storedescription,
item,storedetaileddescription,
item,storedisplayname,
item,storedisplaynameorig,
itemsupplytype,name,
item,upperwarninglimit,
giftcertificate,amountremaining,
inventoryNumber,expirationDate,expirationDate
inventoryNumber,inventoryNumber,inventoryNumber
giftcertificate,internalid,
giftcertificate,message,
inventorynumber,memo,
inventorystatus,description,
inventorystatus,externalid,
inventorystatus,id,
inventorystatus,inventoryavailforalloc,
inventorystatus,inventoryavailable,
inventorystatus,state,
itemaccountmapping,accountingbook,
itemaccountmapping,enddate,
itemaccountmapping,lastmodifieddate,
itemaccountmapping,destinationaccount,
itemaccountmapping,externalid,
itemaccountmapping,sourceaccount,
itemaccountmapping,subsidiary,
serviceitembillingrate,billingclass,
serviceresaleitembillingrate,billingclass,
servicesaleitembillingrate,billingclass,
serviceitembillingrate,currencypage,
serviceresaleitembillingrate,currencypage,
servicesaleitembillingrate,currencypage,
pricelevel,lastmodifieddate,
assemblyitemprice,discount,
assemblyitemprice,discountdisplay,
downloaditemprice,discount,
downloaditemprice,discountdisplay,
giftcertificateitemprice,discount,
giftcertificateitemprice,discountdisplay,
inventoryitemprice,discount,
inventoryitemprice,discountdisplay,
invtitempricehistory,discount,
itemprice,discount,
itemprice,discountdisplay,
kititemprice,discount,
kititemprice,discountdisplay,
noninventoryitemprice,discount,
noninventoryitemprice,discountdisplay,
noninventoryresaleitemprice,discount,
noninventoryresaleitemprice,discountdisplay,
noninventorysaleitemprice,discount,
noninventorysaleitemprice,discountdisplay,
otherchargeitemprice,discount,
otherchargeitemprice,discountdisplay,
otherchargeresaleitemprice,discount,
otherchargeresaleitemprice,discountdisplay,
otherchargesaleitemprice,discount,
otherchargesaleitemprice,discountdisplay,
pricelevel,discountpct,
serviceitemprice,discount,
serviceitemprice,discountdisplay,
serviceresaleitemprice,discount,
serviceresaleitemprice,discountdisplay,
servicesaleitemprice,discount,
servicesaleitemprice,discountdisplay,
assemblyitemprice,isinactive,
downloaditemprice,isinactive,
giftcertificateitemprice,isinactive,
inventoryitemprice,isinactive,
itemprice,isinactive,
kititemprice,isinactive,
noninventoryitemprice,isinactive,
noninventoryresaleitemprice,isinactive,
noninventorysaleitemprice,isinactive,
otherchargeitemprice,isinactive,
otherchargeresaleitemprice,isinactive,
otherchargesaleitemprice,isinactive,
serviceitemprice,isinactive,
serviceresaleitemprice,isinactive,
servicesaleitemprice,isinactive,
assemblyitemprice,isonline,
downloaditemprice,isonline,
giftcertificateitemprice,isonline,
inventoryitemprice,isonline,
itemprice,isonline,
kititemprice,isonline,
noninventoryitemprice,isonline,
noninventoryresaleitemprice,isonline,
noninventorysaleitemprice,isonline,
otherchargeitemprice,isonline,
otherchargeresaleitemprice,isonline,
otherchargesaleitemprice,isonline,
pricelevel,isonline,
serviceitemprice,isonline,
serviceresaleitemprice,isonline,
servicesaleitemprice,isonline,
serviceitembillingrate,item,
serviceresaleitembillingrate,item,
servicesaleitembillingrate,item,
pricelevel,externalid,
assemblyitemprice,pricelevel,
downloaditemprice,pricelevel,
giftcertificateitemprice,pricelevel,
inventoryitemprice,pricelevel,
itemprice,pricelevel,
kititemprice,pricelevel,
noninventoryitemprice,pricelevel,
noninventoryresaleitemprice,pricelevel,
noninventorysaleitemprice,pricelevel,
otherchargeitemprice,pricelevel,
otherchargeresaleitemprice,pricelevel,
otherchargesaleitemprice,pricelevel,
pricelevel,id,
serviceitemprice,pricelevel,
serviceresaleitemprice,pricelevel,
servicesaleitemprice,pricelevel,
serviceitembillingrate,rate,
serviceresaleitembillingrate,rate,
servicesaleitembillingrate,rate,
assemblyitemprice,pricelevelname,
downloaditemprice,pricelevelname,
giftcertificateitemprice,pricelevelname,
inventoryitemprice,pricelevelname,
itemprice,pricelevelname,
kititemprice,pricelevelname,
noninventoryitemprice,pricelevelname,
noninventoryresaleitemprice,pricelevelname,
noninventorysaleitemprice,pricelevelname,
otherchargeitemprice,pricelevelname,
otherchargeresaleitemprice,pricelevelname,
otherchargesaleitemprice,pricelevelname,
pricelevel,name,
serviceitemprice,pricelevelname,
serviceresaleitemprice,pricelevelname,
servicesaleitemprice,pricelevelname,
itemcollectionitemsimplemap,itemcollection,
itemcollectionitemsimplemap,item,
itemcollection,description,
itemcollection,externalid,
itemcollection,id,
itemcollection,name,
itemdemandplandemandplandetail,enddate,
itemdemandplandemandplandetail,startdate,
itemdemandplandemandplandetail,itemdemandplan,
itemdemandplan,lastmodifieddate,
itemdemandplan,analysisduration,
itemdemandplan,demandplanid,
itemdemandplan,id,
itemdemandplan,item,
itemdemandplan,lastmodifieddate,
itemdemandplan,memo,
itemdemandplan,projectionduration,
itemdemandplan,projectionmethod,
itemdemandplan,projectionstartdate,
itemdemandplan,subsidiary,
itemsupplyplan,subsidiary,
locationcostinggrouplocation,subsidiary,
picktask,subsidiary,
plannedstandardcost,subsidiary,
wavepicktask,subsidiary,
wavewavepicktask,subsidiary,
storepickupfulfillment,postingperiod,
invoiceinstallment,currency,
vendorbillinstallment,currency,
fulfillmentrequest,createddate,
storepickupfulfillment,createddate,
fulfillmentrequest,lastmodifieddate,
storepickupfulfillment,lastmodifieddate,
fulfillmentrequest,trandate,
orderreservation,transactiondate,
storepickupfulfillment,trandate,
orderreservation,name,
orderreservation,tranid,
fulfillmentrequest,externalid,
orderreservation,externalid,
storepickupfulfillment,externalid,
fulfillmentrequest,id,
orderreservation,id,
storepickupfulfillment,id,
assemblyitemmember,componentyield,
itemmember,componentyield,
assemblyitemmember,effectiverevision,
itemmember,effectiverevision,
assemblyitemmember,id,
itemgroupmember,id,
itemmember,id,
kititemmember,id,
assemblyitemmember,itemsource,
itemmember,itemsource,
assemblyitemmember,id,
itemgroupmember,id,
itemmember,id,
kititemmember,id,
assemblyitemmember,obsoleterevision,
itemmember,obsoleterevision,
assemblyitemmember,parentitem,
itemgroupmember,parentitem,
itemmember,parentitem,
kititemmember,parentitem,
itemgroupmember,quantity,
itemmember,quantity,
kititemmember,quantity,
aggregateitemlocation,atpleadtime,
assemblyitemlocations,atpleadtime,
inventoryitemlocations,atpleadtime,
aggregateitemlocation,quantityavailable,
assemblyitemlocations,quantityavailable,
inventoryitemlocations,quantityavailable,
AggregateItemLocation,averageCostMli,Average Cost
aggregateitemlocation,backwardconsumptiondays,
assemblyitemlocations,backwardconsumptiondays,
inventoryitemlocations,backwardconsumptiondays,
aggregateitemlocation,defaultreturncost,
assemblyitemlocations,defaultreturncost,
inventoryitemlocations,defaultreturncost,
itemdemandsource,name,
aggregateitemlocation,demandtimefence,
assemblyitemlocations,demandtimefence,
inventoryitemlocations,demandtimefence,
