Table Name in NetSuite2.com,Field ID in NetSuite2.com,Field Name in NetSuite2.com
cashsaleitemshippingaddress,lastmodifieddate,
cashsaleshippingaddress,lastmodifieddate,
checkpayeeaddress,lastmodifieddate,
companyaddressbookentityaddress,lastmodifieddate,
contactaddressbookentityaddress,lastmodifieddate,
creditmemobillingaddress,lastmodifieddate,
creditmemoitemshippingaddress,lastmodifieddate,
creditmemoshippingaddress,lastmodifieddate,
customeraddressbookentityaddress,lastmodifieddate,
customerrefundpayeeaddress,lastmodifieddate,
employeeaddressbookentityaddress,lastmodifieddate,
entityaddress,lastmodifieddate,
estimatebillingaddress,lastmodifieddate,
estimateitemshippingaddress,lastmodifieddate,
estimateshippingaddress,lastmodifieddate,
intercompanytransferordershippingaddress,lastmodifieddate,
invoicebillingaddress,lastmodifieddate,
invoiceitemshippingaddress,lastmodifieddate,
invoiceshippingaddress,lastmodifieddate,
itemfulfillmentreturnaddress,lastmodifieddate,
itemfulfillmentshippingaddress,lastmodifieddate,
jobaddressbookentityaddress,lastmodifieddate,
locationmainaddress,lastmodifieddate,
locationreturnaddress,lastmodifieddate,
mdrtestcheckpayeeaddress,lastmodifieddate,
mfgprojectaddressbookentityaddress,lastmodifieddate,
opportunitybillingaddress,lastmodifieddate,
opportunityshippingaddress,lastmodifieddate,
othernameaddressbookentityaddress,lastmodifieddate,
partneraddressbookentityaddress,lastmodifieddate,
purchaseorderbillingaddress,lastmodifieddate,
purchaseordershippingaddress,lastmodifieddate,
returnauthorizationbillingaddress,lastmodifieddate,
returnauthorizationshippingaddress,lastmodifieddate,
revenuecommitmentbillingaddress,lastmodifieddate,
revenuecommitmentreversalbillingaddress,lastmodifieddate,
revenuecommitmentreversalshippingaddress,lastmodifieddate,
revenuecommitmentshippingaddress,lastmodifieddate,
salesorderbillingaddress,lastmodifieddate,
salesorderitemshippingaddress,lastmodifieddate,
salesordershippingaddress,lastmodifieddate,
subsidiarymainaddress,lastmodifieddate,
subsidiaryreturnaddress,lastmodifieddate,
subsidiaryshippingaddress,lastmodifieddate,
transactionaddressmappingaddress,lastmodifieddate,
transactionbillingaddress,lastmodifieddate,
transactionbillingaddressbookentityaddress,lastmodifieddate,
transactionlineaddressmappinglineaddress,lastmodifieddate,
transactionpayeeaddressbookentityaddress,lastmodifieddate,
transactionreturnaddressbookentityaddress,lastmodifieddate,
transactionshippingaddress,lastmodifieddate,
transactionshippingaddressbookentityaddress,lastmodifieddate,
transferordershippingaddress,lastmodifieddate,
vendoraddressbookentityaddress,lastmodifieddate,
vendorbillbillingaddress,lastmodifieddate,
vendorcreditbillingaddress,lastmodifieddate,
vendorpaymentpayeeaddress,lastmodifieddate,
vendorprepaymentpayeeaddress,lastmodifieddate,
vendorreturnauthorizationbillingaddress,lastmodifieddate,
workplacemainaddress,lastmodifieddate,
cashrefundbillingaddress,override,
cashrefundshippingaddress,override,
cashsalebillingaddress,override,
cashsaleitemshippingaddress,override,
cashsaleshippingaddress,override,
checkpayeeaddress,override,
companyaddressbookentityaddress,override,
contactaddressbookentityaddress,override,
creditmemobillingaddress,override,
creditmemoitemshippingaddress,override,
creditmemoshippingaddress,override,
customeraddressbookentityaddress,override,
customerrefundpayeeaddress,override,
employeeaddressbookentityaddress,override,
entityaddress,override,
estimatebillingaddress,override,
estimateitemshippingaddress,override,
estimateshippingaddress,override,
intercompanytransferordershippingaddress,override,
invoicebillingaddress,override,
invoiceitemshippingaddress,override,
invoiceshippingaddress,override,
itemfulfillmentreturnaddress,override,
itemfulfillmentshippingaddress,override,
jobaddressbookentityaddress,override,
locationmainaddress,override,
locationreturnaddress,override,
mdrtestcheckpayeeaddress,override,
mfgprojectaddressbookentityaddress,override,
opportunitybillingaddress,override,
opportunityshippingaddress,override,
othernameaddressbookentityaddress,override,
partneraddressbookentityaddress,override,
purchaseorderbillingaddress,override,
purchaseordershippingaddress,override,
returnauthorizationbillingaddress,override,
returnauthorizationshippingaddress,override,
revenuecommitmentbillingaddress,override,
revenuecommitmentreversalbillingaddress,override,
revenuecommitmentreversalshippingaddress,override,
revenuecommitmentshippingaddress,override,
salesorderbillingaddress,override,
salesorderitemshippingaddress,override,
salesordershippingaddress,override,
subsidiarymainaddress,override,
subsidiaryreturnaddress,override,
subsidiaryshippingaddress,override,
transactionaddressmappingaddress,override,
transactionbillingaddress,override,
transactionbillingaddressbookentityaddress,override,
transactionlineaddressmappinglineaddress,override,
transactionpayeeaddressbookentityaddress,override,
transactionreturnaddressbookentityaddress,override,
transactionshippingaddress,override,
transactionshippingaddressbookentityaddress,override,
transferordershippingaddress,override,
vendoraddressbookentityaddress,override,
vendorbillbillingaddress,override,
vendorcreditbillingaddress,override,
vendorpaymentpayeeaddress,override,
vendorprepaymentpayeeaddress,override,
vendorreturnauthorizationbillingaddress,override,
workplacemainaddress,override,
cashrefundbillingaddress,addrphone,
cashrefundshippingaddress,addrphone,
cashsalebillingaddress,addrphone,
cashsaleitemshippingaddress,addrphone,
cashsaleshippingaddress,addrphone,
checkpayeeaddress,addrphone,
companyaddressbookentityaddress,addrphone,
contactaddressbookentityaddress,addrphone,
creditmemobillingaddress,addrphone,
creditmemoitemshippingaddress,addrphone,
creditmemoshippingaddress,addrphone,
customeraddressbookentityaddress,addrphone,
customerrefundpayeeaddress,addrphone,
employeeaddressbookentityaddress,addrphone,
entityaddress,addrphone,
estimatebillingaddress,addrphone,
estimateitemshippingaddress,addrphone,
estimateshippingaddress,addrphone,
intercompanytransferordershippingaddress,addrphone,
invoicebillingaddress,addrphone,
invoiceitemshippingaddress,addrphone,
invoiceshippingaddress,addrphone,
itemfulfillmentreturnaddress,addrphone,
itemfulfillmentshippingaddress,addrphone,
jobaddressbookentityaddress,addrphone,
locationmainaddress,addrphone,
locationreturnaddress,addrphone,
mdrtestcheckpayeeaddress,addrphone,
mfgprojectaddressbookentityaddress,addrphone,
opportunitybillingaddress,addrphone,
opportunityshippingaddress,addrphone,
othernameaddressbookentityaddress,addrphone,
partneraddressbookentityaddress,addrphone,
purchaseorderbillingaddress,addrphone,
purchaseordershippingaddress,addrphone,
returnauthorizationbillingaddress,addrphone,
returnauthorizationshippingaddress,addrphone,
revenuecommitmentbillingaddress,addrphone,
revenuecommitmentreversalbillingaddress,addrphone,
revenuecommitmentreversalshippingaddress,addrphone,
revenuecommitmentshippingaddress,addrphone,
salesorderbillingaddress,addrphone,
salesorderitemshippingaddress,addrphone,
salesordershippingaddress,addrphone,
subsidiarymainaddress,addrphone,
subsidiaryreturnaddress,addrphone,
subsidiaryshippingaddress,addrphone,
transactionaddressmappingaddress,addrphone,
transactionbillingaddress,addrphone,
transactionbillingaddressbookentityaddress,addrphone,
transactionlineaddressmappinglineaddress,addrphone,
transactionpayeeaddressbookentityaddress,addrphone,
transactionreturnaddressbookentityaddress,addrphone,
transactionshippingaddress,addrphone,
transactionshippingaddressbookentityaddress,addrphone,
transferordershippingaddress,addrphone,
vendoraddressbookentityaddress,addrphone,
vendorbillbillingaddress,addrphone,
vendorcreditbillingaddress,addrphone,
vendorpaymentpayeeaddress,addrphone,
vendorprepaymentpayeeaddress,addrphone,
vendorreturnauthorizationbillingaddress,addrphone,
workplacemainaddress,addrphone,
cashrefundbillingaddress,dropdownstate,
cashrefundbillingaddress,state,
cashrefundshippingaddress,dropdownstate,
cashrefundshippingaddress,state,
cashsalebillingaddress,dropdownstate,
cashsalebillingaddress,state,
cashsaleitemshippingaddress,dropdownstate,
cashsaleitemshippingaddress,state,
cashsaleshippingaddress,dropdownstate,
cashsaleshippingaddress,state,
checkpayeeaddress,dropdownstate,
checkpayeeaddress,state,
companyaddressbookentityaddress,dropdownstate,
companyaddressbookentityaddress,state,
contactaddressbookentityaddress,dropdownstate,
contactaddressbookentityaddress,state,
creditmemobillingaddress,dropdownstate,
creditmemobillingaddress,state,
creditmemoitemshippingaddress,dropdownstate,
creditmemoitemshippingaddress,state,
creditmemoshippingaddress,dropdownstate,
creditmemoshippingaddress,state,
customeraddressbookentityaddress,dropdownstate,
customeraddressbookentityaddress,state,
customerrefundpayeeaddress,dropdownstate,
customerrefundpayeeaddress,state,
employeeaddressbookentityaddress,dropdownstate,
employeeaddressbookentityaddress,state,
entityaddress,dropdownstate,
entityaddress,state,
estimatebillingaddress,dropdownstate,
estimatebillingaddress,state,
estimateitemshippingaddress,dropdownstate,
estimateitemshippingaddress,state,
estimateshippingaddress,dropdownstate,
estimateshippingaddress,state,
intercompanytransferordershippingaddress,dropdownstate,
intercompanytransferordershippingaddress,state,
invoicebillingaddress,dropdownstate,
invoicebillingaddress,state,
invoiceitemshippingaddress,dropdownstate,
invoiceitemshippingaddress,state,
invoiceshippingaddress,dropdownstate,
invoiceshippingaddress,state,
itemfulfillmentreturnaddress,dropdownstate,
itemfulfillmentreturnaddress,state,
itemfulfillmentshippingaddress,dropdownstate,
itemfulfillmentshippingaddress,state,
jobaddressbookentityaddress,dropdownstate,
jobaddressbookentityaddress,state,
locationmainaddress,dropdownstate,
locationmainaddress,state,
locationreturnaddress,dropdownstate,
locationreturnaddress,state,
mdrtestcheckpayeeaddress,dropdownstate,
mdrtestcheckpayeeaddress,state,
mfgprojectaddressbookentityaddress,dropdownstate,
mfgprojectaddressbookentityaddress,state,
opportunitybillingaddress,dropdownstate,
opportunitybillingaddress,state,
opportunityshippingaddress,dropdownstate,
opportunityshippingaddress,state,
othernameaddressbookentityaddress,dropdownstate,
othernameaddressbookentityaddress,state,
partneraddressbookentityaddress,dropdownstate,
partneraddressbookentityaddress,state,
purchaseorderbillingaddress,dropdownstate,
purchaseorderbillingaddress,state,
purchaseordershippingaddress,dropdownstate,
purchaseordershippingaddress,state,
returnauthorizationbillingaddress,dropdownstate,
returnauthorizationbillingaddress,state,
returnauthorizationshippingaddress,dropdownstate,
returnauthorizationshippingaddress,state,
revenuecommitmentbillingaddress,dropdownstate,
revenuecommitmentbillingaddress,state,
revenuecommitmentreversalbillingaddress,dropdownstate,
revenuecommitmentreversalbillingaddress,state,
revenuecommitmentreversalshippingaddress,dropdownstate,
revenuecommitmentreversalshippingaddress,state,
revenuecommitmentshippingaddress,dropdownstate,
revenuecommitmentshippingaddress,state,
salesorderbillingaddress,dropdownstate,
salesorderbillingaddress,state,
salesorderitemshippingaddress,dropdownstate,
salesorderitemshippingaddress,state,
salesordershippingaddress,dropdownstate,
salesordershippingaddress,state,
subsidiarymainaddress,dropdownstate,
subsidiarymainaddress,state,
subsidiaryreturnaddress,dropdownstate,
subsidiaryreturnaddress,state,
subsidiaryshippingaddress,dropdownstate,
subsidiaryshippingaddress,state,
transactionaddressmappingaddress,dropdownstate,
transactionaddressmappingaddress,state,
transactionbillingaddress,dropdownstate,
transactionbillingaddress,state,
transactionbillingaddressbookentityaddress,dropdownstate,
transactionbillingaddressbookentityaddress,state,
transactionlineaddressmappinglineaddress,dropdownstate,
transactionlineaddressmappinglineaddress,state,
transactionpayeeaddressbookentityaddress,dropdownstate,
transactionpayeeaddressbookentityaddress,state,
transactionreturnaddressbookentityaddress,dropdownstate,
transactionreturnaddressbookentityaddress,state,
transactionshippingaddress,dropdownstate,
transactionshippingaddress,state,
transactionshippingaddressbookentityaddress,dropdownstate,
transactionshippingaddressbookentityaddress,state,
transferordershippingaddress,dropdownstate,
transferordershippingaddress,state,
vendoraddressbookentityaddress,dropdownstate,
vendoraddressbookentityaddress,state,
vendorbillbillingaddress,dropdownstate,
vendorbillbillingaddress,state,
vendorcreditbillingaddress,dropdownstate,
vendorcreditbillingaddress,state,
vendorpaymentpayeeaddress,dropdownstate,
vendorpaymentpayeeaddress,state,
vendorprepaymentpayeeaddress,dropdownstate,
vendorprepaymentpayeeaddress,state,
vendorreturnauthorizationbillingaddress,dropdownstate,
vendorreturnauthorizationbillingaddress,state,
workplacemainaddress,dropdownstate,
workplacemainaddress,state,
cashrefundbillingaddress,zip,
cashrefundshippingaddress,zip,
cashsalebillingaddress,zip,
cashsaleitemshippingaddress,zip,
cashsaleshippingaddress,zip,
checkpayeeaddress,zip,
companyaddressbookentityaddress,zip,
contactaddressbookentityaddress,zip,
creditmemobillingaddress,zip,
creditmemoitemshippingaddress,zip,
creditmemoshippingaddress,zip,
customeraddressbookentityaddress,zip,
customerrefundpayeeaddress,zip,
employeeaddressbookentityaddress,zip,
entityaddress,zip,
estimatebillingaddress,zip,
estimateitemshippingaddress,zip,
estimateshippingaddress,zip,
intercompanytransferordershippingaddress,zip,
invoicebillingaddress,zip,
invoiceitemshippingaddress,zip,
invoiceshippingaddress,zip,
itemfulfillmentreturnaddress,zip,
itemfulfillmentshippingaddress,zip,
jobaddressbookentityaddress,zip,
locationmainaddress,zip,
locationreturnaddress,zip,
mdrtestcheckpayeeaddress,zip,
mfgprojectaddressbookentityaddress,zip,
opportunitybillingaddress,zip,
opportunityshippingaddress,zip,
othernameaddressbookentityaddress,zip,
partneraddressbookentityaddress,zip,
purchaseorderbillingaddress,zip,
purchaseordershippingaddress,zip,
returnauthorizationbillingaddress,zip,
returnauthorizationshippingaddress,zip,
revenuecommitmentbillingaddress,zip,
revenuecommitmentreversalbillingaddress,zip,
revenuecommitmentreversalshippingaddress,zip,
revenuecommitmentshippingaddress,zip,
salesorderbillingaddress,zip,
salesorderitemshippingaddress,zip,
salesordershippingaddress,zip,
subsidiarymainaddress,zip,
subsidiaryreturnaddress,zip,
subsidiaryshippingaddress,zip,
transactionaddressmappingaddress,zip,
transactionbillingaddress,zip,
transactionbillingaddressbookentityaddress,zip,
transactionlineaddressmappinglineaddress,zip,
transactionpayeeaddressbookentityaddress,zip,
transactionreturnaddressbookentityaddress,zip,
transactionshippingaddress,zip,
transactionshippingaddressbookentityaddress,zip,
transferordershippingaddress,zip,
vendoraddressbookentityaddress,zip,
vendorbillbillingaddress,zip,
vendorcreditbillingaddress,zip,
vendorpaymentpayeeaddress,zip,
vendorprepaymentpayeeaddress,zip,
vendorreturnauthorizationbillingaddress,zip,
workplacemainaddress,zip,
amortizationschedulerecurrence,defrevaccount,
amortizationtemplaterecurrence,defrevaccount,
amortizationschedulerecurrence,postingperiod,
revrecschedulerecurrence,postingperiod,
amortizationschedulerecurrence,isrecognized,
revrecschedulerecurrence,isrecognized,
AmortizationScheduleRecurrence,JOURNAL_ID,Journal ID
amortizationschedulerecurrence,amortizationschedule,
amortizationtemplaterecurrence,amortizationtemplate,
revrecschedulerecurrence,revrecschedule,
revrectemplaterecurrence,revrectemplate,
assemblyitembom,assembly,
itemassemblyitembom,assembly,
assemblybomlocation,billofmaterials,
billofdistribution,externalid,
billofdistribution,id,
billofdistribution,distributioncategory,
billofdistribution,distributionnetwork,
billofdistribution,location,
bom,availableforallassemblies,
bom,availableforalllocations,
bom,externalid,
assemblyitembom,billofmaterials,
bom,id,
itemassemblyitembom,billofmaterials,
bom,createddate,
bom,includechildren,
bom,isinactive,
assemblyitembom,memo,
bom,memo,
itemassemblyitembom,memo,
bom,name,
bom,legacybomforassembly,
bom,usecomponentyield,
billingaccount,billaddresslist,
billingaccount,billaddresslist,
billingaccount,externalid,
billingaccount,id,
billingaccount,memo,
billingaccount,name,
billingaccount,idnumber,
billingaccount,billingschedule,
subscription,billingschedule,
billingaccount,class,
billingaccount,currency,
subscriptionline,currency,
billingaccount,customer,
billingaccount,createddate,
billingaccount,lastbilldate,
subscription,lastbilldate,
billingaccount,lastbillcycledate,
subscription,lastbillcycledate,
billingaccount,lastmodifieddate,
subscription,nextbillcycledate,
billingaccount,startdate,
subscriptionline,billingaccountstartdate,
billingaccount,department,
billingaccount,requestoffcycleinvoice,
billingaccount,customerdefault,
billingaccount,origcustomerdefault,
billingaccount,inactive,
billingaccount,originactive,
billingaccount,location,
billingaccount,shipaddresslist,
billingclasspricecost,billingclass,
billingclasspricecost,price,
billingclass,externalid,
billingclass,id,
billingratecardpriceforsearch,billingclass,
billingratecardpricemultiforsearch,billingclass,
billingclass,description,
billingclass,isinactive,
billingclass,name,
billingclass,saleunit,
billingclass,unitstype,
billingratecard,externalid,
billingratecard,id,
billingratecard,customer,
billingratecard,createddate,
billingratecard,lastmodifieddate,
billingratecard,isinactive,
billingratecard,name,
billingratecardversion,billingratecard,
billingratecardversion,createddate,
billingratecardversion,effectivedate,
billingratecardversion,lastmodifieddate,
billingratecard,deleteversion,
billingratecardversion,version,
transactionbilling,billamount,
transactionbilling,billamountforeign,
transactionbilling,billcount,
transactionbilling,billdate,
transactionbilling,billnetamount,
transactionbilling,billnetamountforeign,
transactionbilling,paymentterms,
transactionbilling,revrecenddate,
transactionbilling,revrecstartdate,
transactionbilling,transaction,
transactionbilling,transactionline,
billingschedule,id,
charge,billingschedulefromsoline,
billingschedule,scheduletype,
billingaccount,frequency,
billingschedule,frequency,
subscription,frequency,
billingschedule,name,
billingschedule,numberremaining,
subscriptionline,billingmode,
subscriptionline,catalogtype,
subscriptionpriceinterval,catalogtype,
subscriptionline,class,
subscriptionline,createdDate,Created Date
subscriptionline,enddate,
subscriptionline,prevenddate,
subscriptionline,lastModifiedDate,
subscriptionline,recurrencestartdate,
subscriptionline,prevstartdate,
subscriptionline,startdate,
subscriptionline,terminationdate,
subscriptionline,department,
subscription,priceinterval.discountpercent,Discount Percent
subscription,priceinterval.discountamount,Discount Amount
subscriptionline,sublinediscount,
subscriptionline,includeinrenewal,
subscriptionline,includeinrenewalorig,
subscriptionline,prorateenddate,
subscriptionline,proratestartdate,
subscriptionline,item,
subscriptionline,location,
subscription.priceinterval,id,Internal Id
subscriptionline,ponumber,
subscriptionline,quantity,
subscriptionline,subscriptionlinestatus,
subscriptionline,externalid,
subscriptionchangeordernewline,subscriptionline,
subscriptionline,id,
subscriptionline,linenumber,
subscriptionline,subscription,
subscriptionmidtermuplift,subscription,
subscriptionpriceinterval,subscription,
subscriptionline,subscriptionplanline,
subscriptionline,total,
subscription,advancerenewalperiodnumber,
subscriptionline,advancerenewalperiodnumber,
subscriptionline,advancerenewalperiodunit,
subscription,billingaccount,
subscriptionchangeorder,billingaccount,
subscription,class,
currency,symbol,
subscription,customer,
subscriptionchangeorder,customer,
subscription,createdDate,Created Date
subscription,enddate,
subscriptionchangeorder,subscriptionenddate,
subscription,estimatedrevrecenddate,
subscription,startdate,
subscriptionchangeorder,subscriptionstartdate,
subscription,defaultrenewalmethod,
subscription,defaultrenewalplan,
subscriptionchangeorder,subscriptionrenewalplan,
subscription,defaultrenewalpricebook,
subscription,defaultrenewalterm,
subscription,defaultrenewaltrantype,
subscriptionchangeorder,subscriptionrenewaltrantype,
subscription,department,
subscription,generatemodificationelements,
subscription,initialterm,
subscription,autorenewal,
subscription,alignchargewithsub,
subscription,location,
subscription,name,
subscriptionchangeorder,subscriptionname,
subscriptionchangeorderrenewalsteps,subscriptiondisplay,
subscriptionchangeorder,subscriptionplan,
subscription,pricebook,
subscription,externalid,
subscription,id,
Subscription,idNumber,
subscriptionchangeorder,subscriptionnumber,
subscription,subscriptionrevision,
subscription,billingSubscriptionStatus,
subscription,subsidiary,
subscriptionchangeorder,subsidiary,
subscriptionline,subsidiary,
bin,id,
bin,binnumber,
bin,externalid,
bin,location,
itembinquantity,location,
bin,memo,
bin,id,
bin,binnumber,
bin,location,
itembinquantity,location,
bin,id,
bin,binnumber,
bin,externalid,
bin,location,
itembinquantity,location,
bin,memo,
bomrevisioncomponent,id,
bomrevisioncomponentmember,id,
bomrevisioncomponent,bomrevision,
BomRevisionComponent,componentYield,Component Yield
bomrevisioncomponentmember,item,
bomrevisioncomponent,itemsource,
bomrevisioncomponentmember,itemsource,
BomRevisionComponent,lineId,Line Id
bomrevision,billofmaterials,
bomrevisionbommap,billofmaterials,
bomrevision,externalid,
bomrevision,id,
bomrevisionbommap,bomrevision,
bomrevision,createddate,
bomrevision,effectivestartdate,
bomrevision,effectiveenddate,
bomrevision,isinactive,
bomrevision,memo,
bomrevision,name,
budgetlegacy,account,
budgetlegacy,accountingbook,
budgetlegacy,period,
budgetlegacy,amount,
budgetsmachine,amount,
budgetsmachinenoaccountingperiod,amount,
budgetlegacy,id,
budgetsmachine,budgetid,
budgetlegacy,category,
budgetlegacy,class,
budgetlegacy,customer,
budgetlegacy,department,
budgetlegacy,item,
budgetlegacy,location,
budgetlegacy,subsidiary,
budgetcategory,id,
budgetcategory,budgettype,
budgetcategory,name,
PhoneCall,startDate,Start Date
Task,startDate,Start Date
PhoneCall,externalid,
PhoneCall,id,
PhoneCall,supportcase,
PhoneCall,company,Company
Task,company,Company
PhoneCall,contact,Contact
Task,contact,Contact
PhoneCall,completeddate,
PhoneCall,createddate,
PhoneCall,lastmodifieddate,
PhoneCall,message,Comments
Task,message,Comments
PhoneCall,usernotes,
PhoneCall,transaction,Transaction
Task,transaction,Transaction
PhoneCall,assigned,Assigned To
Task,assigned,Assigned To
PhoneCall,owner,
PhoneCall,phone,
PhoneCall,status,
PhoneCall,title,Title
Task,title,Title
campaignaudience,externalid,
campaignaudience,id,
campaigncategory,externalid,
campaigncategory,id,
campaigncategory,leadsource,
campaigncategory,isexternal,
campaigncategory,parent,
campaignfamily,externalid,
campaignfamily,id,
campaignsearchengine,externalid,
campaignsearchengine,id,
contactsubscriptions,lastmodifieddate,
customersubscriptions,lastmodifieddate,
employeesubscriptions,lastmodifieddate,
othernamesubscriptions,lastmodifieddate,
partnersubscriptions,lastmodifieddate,
vendorsubscriptions,lastmodifieddate,
contactsubscriptions,lastmodifieddate,
customersubscriptions,lastmodifieddate,
employeesubscriptions,lastmodifieddate,
othernamesubscriptions,lastmodifieddate,
partnersubscriptions,lastmodifieddate,
vendorsubscriptions,lastmodifieddate,
campaignsubscription,id,
campaignvertical,externalid,
campaignvertical,id,
campaignchannel,externalid,
campaignchannel,id,
campaignchannel,eventtype,
companycampaigns,campaignevent,
contactcontactcampaigns,campaignevent,
customercampaigns,campaignevent,
employeecampaigns,campaignevent,
entitygroupcampaigns,campaignevent,
othernamecampaigns,campaignevent,
partnercampaigns,campaignevent,
vendorcampaigns,campaignevent,
campaignevent,campaign,
campaignresponse,leadsource,
promotioncodecampaigns,campaign,
campaignevent,channel,
campaignresponse,channel,
campaignevent,cost,
campaignevent,dscheduled,
companycampaigns,datesent,
contactcontactcampaigns,datesent,
customercampaigns,datesent,
employeecampaigns,datesent,
entitygroupcampaigns,datesent,
othernamecampaigns,datesent,
partnercampaigns,datesent,
vendorcampaigns,datesent,
campaignevent,campaigngroup,
entitygroupcampaigns,group,
campaignevent,promocode,
promotioncodecampaigns,promotioncode,
campaignevent,subscription,
campaignevent,template,
companycampaigns,campaigntemplateid,
contactcontactcampaigns,campaigntemplateid,
customercampaigns,campaigntemplateid,
employeecampaigns,campaigntemplateid,
entitygroupcampaigns,campaigntemplateid,
othernamecampaigns,campaigntemplateid,
partnercampaigns,campaigntemplateid,
vendorcampaigns,campaigntemplateid,
genericcampaignitem,campaign,
searchcampaignitem,campaign,
genericcampaignitem,item,
searchcampaignitem,item,
campaignoffer,externalid,
campaignoffer,id,
campaignresponse,campaignevent,
campaignresponse,id,
companycampaigns,campaignresponseid,
companycampaigns,response,
contactcontactcampaigns,campaignresponseid,
contactcontactcampaigns,response,
customercampaigns,campaignresponseid,
customercampaigns,response,
employeecampaigns,campaignresponseid,
employeecampaigns,response,
entitygroupcampaigns,campaignresponseid,
entitygroupcampaigns,response,
othernamecampaigns,campaignresponseid,
othernamecampaigns,response,
partnercampaigns,campaignresponseid,
partnercampaigns,response,
vendorcampaigns,campaignresponseid,
vendorcampaigns,response,
companycampaigns,contact,
contactcontactcampaigns,contact,
customercampaigns,contact,
employeecampaigns,contact,
entitygroupcampaigns,contact,
othernamecampaigns,contact,
partnercampaigns,contact,
vendorcampaigns,contact,
campaignresponse,campaignresponsedate,
campaignresponse,entity,
companycampaigns,entity,
contactcontactcampaigns,entity,
customercampaigns,entity,
employeecampaigns,entity,
entitygroupcampaigns,entity,
othernamecampaigns,entity,
partnercampaigns,entity,
vendorcampaigns,entity,
campaignresponse,response,
campaignresponsehistoryentry,author,
campaignresponsehistoryentry,campaignresponse,
campaignresponsehistoryentry,responsedate,
campaignresponsehistoryentry,note,
campaignresponsehistoryentry,response,
companycampaigns,category,
contact,contactsourcecampaigncategory,
contactcontactcampaigns,category,
customercampaigns,category,
employeecampaigns,category,
entitygroupcampaigns,category,
othernamecampaigns,category,
partnercampaigns,category,
vendorcampaigns,category,
Campaign,createdDate,Created Date
Campaign,lastModifiedDate,Last Modified Date
supportcaseorigin,externalid,
supportcaseorigin,id,
supportcasetype,externalid,
supportcasetype,id,
SupportCaseEscalateHist,supportcase,
SupportCaseEscalateHist,toentity,
SupportCaseEscalateHist,datetime,
SupportCaseEscalateHist,fromentity,
SupportCaseEscalateHist,message,
supportcaseorigin,externalid,
supportcaseorigin,id,
supportcasetype,id,
supportcasetype,externalid,
charge,amount,
charge,previousamount,
charge,billingaccount,
charge,billingmode,
charge,billingschedule,
charge,externalid,
charge,id,
Charge,chargeemployee,Employee
charge,rule,
charge,stage,
charge,chargetype,
charge,use,
charge,class,
charge,currency,
charge,billto,
charge,chargedate,
charge,billdate,
charge,lastmodifieddate,
charge,serviceenddate,
charge,servicestartdate,
charge,department,
charge,description,
charge,grouporder,
charge,billingitem,
charge,memo,
charge,quantity,
charge,previousrate,
charge,rate,
charge,runid,
charge,salesorder,
charge,salesorderline,
charge,subscriptionline,
charge,timerecord,
charge,units,
classification,externalid,
Class,id,ID
classification,lastmodifieddate,
classification,parent,
entitystatus,externalid,
entitystatus,key,
entitystatus,modified,
entitystatus,descr,
entitystatus,inactive,
entitystatus,name,
entitystatus,probability,
entitystatus,readonly,
CompanyContactRelationship,company,
CompanyContactRelationship,contact,
CompanyContactRelationship,role,
CompanyContactRelationship,lastmodifieddate,
Competitor,externalid,
Competitor,id,
Competitor,lastmodifieddate,
Competitor,description,
Competitor,isinactive,
Competitor,name,
Competitor,productservice,
Competitor,strategy,
Competitor,strengths,
Competitor,url,
Competitor,weaknesses,
CompetitorOpportunity,competitor,
CompetitorOpportunity,winner,
CompetitorOpportunity,notes,
CompetitorOpportunity,opportunity,
manufacturingroutingcomponent,operationdisplaytext,
manufacturingroutingroutingstep,operationsequence,
manufacturingroutingcomponent,operationdisplaytext,
manufacturingroutingroutingstep,operationsequence,
budgetexchangerate,accountingbook,
consolidatedexchangerate,accountingbook,
budgetexchangerate,postingperiod,
consolidatedexchangerate,postingperiod,
budgetexchangerate,averagerate,
consolidatedexchangerate,averagerate,
budgetexchangerate,id,
consolidatedexchangerate,id,
budgetexchangerate,currentrate,
consolidatedexchangerate,currentrate,
budgetexchangerate,fromsubsidiary,
consolidatedexchangerate,fromsubsidiary,
budgetexchangerate,historicalrate,
consolidatedexchangerate,historicalrate,
budgetexchangerate,tosubsidiary,
consolidatedexchangerate,tosubsidiary,
ContactContactTypeMap,contact,
ContactCategory,isinactive,
ContactCategory,name,
ContactCategory,private,
ContactRole,externalid,
ContactRole,id,
ContactRole,isinactive,
ContactRole,name,
Contact,addressbook,
Contact,altemail,
Contact,assistant,
contact,assistantphone,
"Contact, EntityAddress",city,
Contact,comments,
Contact,company,
Contact,externalid,
Contact,id,
"Contact, EntityAddress",country,
Contact,datecreated,
Contact,lastmodifieddate,
Contact,email,
Contact,fax,
Contact,firstname,
Contact,fullname,
Contact,homephone,
Contact,isprivate,
Contact,emailPreference,
Contact,emailPreference,
Contact,isinactive,
Contact,lastmodifieddate,
Contact,lastname,
"Contact, EntityAddress",addr1,
"Contact, EntityAddress",addr2,
"Contact, EntityAddress",addr3,
Contact,middlename,
Contact,mobilephone,
Contact,entityid,
Contact,officephone,
Contact,phone,
Contact,salutation,
"Contact, EntityAddress",state,
Contact,supervisor,
Contact,supervisorphone,
Contact,title,
"Contact, EntityAddress",zip,
country,uniquekey,
Country,name,Name
country,id,
couponcode,code,
